geoid,name,pctrent30_23,pctowned30_23,class
"25001014100",141,0.3671875,,
"25001014300",143,0.2573529412,0.1663379356,
"25001014402",144.02,0.3723849372,0.2788990826,
"25001014500",145,0.1609195402,0.2824716267,
"25001014600",146,0.7096774194,0.3566552901,
"25001014700",147,0.4647435897,0.2454545455,
"25001014800",148,0.5462365591,0.2197916667,
"25001014900",149,0.3985102421,0.1926323868,
"25001015001",150.01,0.5581395349,0.3405612245,
"25001015002",150.02,0.4502617801,0.3888888889,
"25001015100",151,0.5946969697,0.2751719825,
"25001015200",152,0.55,0.2427007299,
"25001015300",153,0.512890095,0.3385300668,
"25001990000",9900,,,
"25003900100",9001,0.5010928962,0.09696969697,
"25003900200",9002,0.6097014925,0.1640625,
"25003900300",9003,0.2742316785,0.2266139657,
"25003900400",9004,0.2835365854,0.153742414,
"25003900500",9005,0.6666666667,0.2387096774,
"25003900600",9006,0.4785801714,0.3526170799,
"25003900700",9007,0.4572490706,0.3594771242,
"25003900800",9008,0.9253731343,0.2453271028,
"25003900900",9009,0.5715725806,0.1175496689,
"25003901100",9011,0.7251552795,0.3042688465,
"25003911100",9111,0.4,0.2358490566,
"25003912100",9121,0.362716763,0.2286115007,
"25003913100",9131,0.5321100917,0.2489217498,
"25003914100",9141,0.6163194444,0.2686424474,
"25003920101",9201.01,0.3489278752,0.2604074402,
"25003920102",9201.02,0.7752808989,0.3728571429,
"25003921300",9213,0.6337899543,0.2675544794,
"25003921400",9214,0.4627831715,0.1939953811,
"25003921500",9215,0.5870967742,0.1390804598,
"25003922100",9221,0.5365853659,0.2515060241,
"25003922200",9222,0.6591591592,0.2234589041,
"25003922300",9223,0.33125,0.2890510949,
"25003923100",9231,0.1789473684,0.2721088435,
"25003924100",9241,0.5257142857,0.1976149915,
"25003925101",9251.01,0.4659090909,0.4291044776,
"25003925102",9251.02,0.4865269461,0.2815099168,
"25003926100",9261,0.5131195335,0.3746606335,
"25003931100",9311,0.4909090909,0.1655844156,
"25003931300",9313,0.2666666667,0.1819645733,
"25003931400",9314,0.1875,0.2697466468,
"25003932200",9322,0.1636363636,0.3595800525,
"25003932300",9323,0.4337349398,0.2044728435,
"25003933200",9332,0.5428571429,0.2658227848,
"25003933300",9333,0.3157894737,0.3507340946,
"25003933400",9334,0.3423423423,0.1963377416,
"25003934200",9342,0.3452380952,0.2184154176,
"25003934300",9343,0.2042253521,0.1991017964,
"25003935100",9351,0.5419354839,0.2473867596,
"25003935200",9352,0.4353741497,0.1525330396,
"25003935300",9353,0.5120772947,0.3372465315,
"25005600100",6001,0.5716292135,0.2121212121,
"25005600202",6002.02,0.3595041322,0.3219932918,
"25005600203",6002.03,0.6637681159,0.259337191,
"25005600204",6002.04,0.6812080537,0.1784160139,
"25005610100",6101,0.409009009,0.3154761905,
"25005610202",6102.02,0.3666666667,0.08870967742,
"25005610203",6102.03,0.3538461538,0.1632841328,
"25005610204",6102.04,0.2653758542,0.1397006415,
"25005611101",6111.01,0.2944038929,0.259309411,
"25005611102",6111.02,0.511627907,0.2223415682,
"25005611201",6112.01,0.3614457831,0.1594202899,
"25005611202",6112.02,0.3525179856,0.2030456853,
"25005612100",6121,0.4393939394,0.1943641618,
"25005612201",6122.01,0.6924528302,0.2783985102,
"25005612202",6122.02,0.4898989899,0.2406234778,
"25005613100",6131,0.405904059,0.2805983681,
"25005613300",6133,0.6025641026,0.1341418596,
