geoid,name,pctrent30_23,pctowned30_23,class
"25017310602",3106.02,0.3654008439,0.2483606557,
"25017310700",3107,0.6179487179,0.4946619217,
"25017311100",3111,0.4736842105,0.2568807339,
"25017311200",3112,0.576427256,0.5319148936,
"25017311300",3113,0.5839598997,0.1818181818,
"25017311400",3114,0.4128233971,0.3507281553,
"25017311500",3115,0.4047109208,0.1450151057,
"25017311600",3116,0.290886392,0.1798134012,
"25017311700",3117,0.4545454545,0.2714285714,
"25017311800",3118,0.5463258786,0.2309236948,
"25017311900",3119,0.46802595,0.4787234043,
"25017312000",3120,0.4066543438,0.7623188406,
"25017312100",3121,0.4887387387,0.3476070529,
"25017312200",3122,0.5142348754,0.3278955954,
"25017312300",3123,0.4154262517,0.2186326071,
"25017312400",3124,0.5403800475,0.4275362319,
"25017312501",3125.01,0.5797979798,0.2526555387,
"25017312502",3125.02,0.3863636364,0.2173913043,
"25017313101",3131.01,0.6479750779,0.2708757637,
"25017313102",3131.02,0.7131147541,0.2393422655,
"25017314101",3141.01,0.7307692308,0.2477162816,
"25017314102",3141.02,0.5744680851,0.2210207612,
"25017314200",3142,0.5247148289,0.2459961563,
"25017314301",3143.01,0.4736842105,0.2731353591,
"25017314302",3143.02,0.9,0.1944709247,
"25017315100",3151,0.1014492754,0.3208245243,
"25017315200",3152,0.5834196891,0.3323966279,
"25017315401",3154.01,0.4772727273,0.3162790698,
"25017315402",3154.02,0.0985915493,0.2403685092,
"25017315403",3154.03,0,0.166344294,
"25017315500",3155,0,0.2775761974,
"25017316101",3161.01,0.3333333333,0.2537688442,
"25017316102",3161.02,0.374137931,0.1551918736,
"25017316201",3162.01,0,0.1727332892,
"25017316202",3162.02,0.56,0.2834890966,
"25017316300",3163,0.4726123596,0.253869969,
"25017316400",3164,0.4771784232,0.2331406551,
"25017316500",3165,0.4493444577,0.3094688222,
"25017317101",3171.01,0.5710253998,0.2192268566,
"25017317102",3171.02,0.3910761155,0.3111782477,
"25017317103",3171.03,0.3666666667,0.1872770511,
"25017317201",3172.01,,0.2164261931,
"25017317202",3172.02,1,0.2298232129,
"25017317203",3172.03,0.368159204,0.2796327212,
"25017317301",3173.01,0.5933014354,0.2738496072,
"25017317302",3173.02,0.2865168539,0.1912289648,
"25017318100",3181,0.2608695652,0.2847740237,
"25017318200",3182,0.3950177936,0.3110429448,
"25017318300",3183,0.6046511628,0.1573682185,
"25017318400",3184,0.4640198511,0.2148952676,
"25017320102",3201.02,0.5841584158,0.2024972856,
"25017320105",3201.05,0.4371859296,0.1662162162,
"25017320106",3201.06,0.7034883721,0.1610486891,
"25017320107",3201.07,0.7750759878,0.2150537634,
"25017321100",3211,0.7090517241,0.2643391521,
"25017321200",3212,0.5643322476,0.09675324675,
"25017321301",3213.01,0.5615942029,0.32618683,
"25017321302",3213.02,0.2511627907,0.2867647059,
"25017321400",3214,0.3064066852,0.4079320113,
"25017321500",3215,0.5209368346,0.2184057032,
"25017321600",3216,0.6481294237,0.1624423963,
"25017322100",3221,0,0.207498384,
"25017322200",3222,0.328,0.2590405904,
"25017322300",3223,0.4081395349,0.3081463991,
"25017322400",3224,0.2099236641,0.1461318052,
"25017323101",3231.01,0.6016042781,0.199819982,
"25017323102",3231.02,0,0.1804081633,
"25017324101",3241.01,0.47,0.2003367003,
"25017324102",3241.02,0.3650190114,0.08591331269,
"25017325101",3251.01,0.3957783641,0.1616,
"25017325102",3251.02,0.4149855908,0.2559938128,
"25017326101",3261.01,0.4,0.2234678625,
"25017326102",3261.02,0.4307692308,0.2041237113,
"25017327101",3271.01,0,0.2567457073,
"25017327102",3271.02,0.3522012579,0.2177091795,
"25017327103",3271.03,0.5878594249,0.2528533802,
"25017328100",3281,0.3913043478,0.1845730028,
"25017330101",3301.01,1,0.2035928144,
"25017330102",3301.02,0.7524752475,0.3143032535,
"25017330201",3302.01,0.8306451613,0.2689721422,
"25017330202",3302.02,0.5316239316,0.2885154062,
"25017331101",3311.01,0.3361344538,0.2229232387,
"25017331102",3311.02,0.7962962963,0.2152133581,
"25017331200",3312,0.6095238095,0.2245491565,
"25017331300",3313,0.5714285714,0.2555831266,
"25017332100",3321,0.3205128205,0.1534216336,
"25017332201",3322.01,0.6366559486,0.357827476,
"25017332202",3322.02,0.3704363313,0.3257443082,
"25017332300",3323,0.4069767442,0.1925438596,
"25017332401",3324.01,0.625,0.1706102117,
"25017332402",3324.02,0.53259362,0.2509363296,
"25017333100",3331,0.4156626506,0.2338352524,
"25017333200",3332,0.5963190184,0.2049382716,
"25017333300",3333,0.4196078431,0.359212051,
"25017333400",3334,0.5975733064,0.1993610224,
"25017333501",3335.01,0.5594639866,0.2442293373,
"25017333502",3335.02,0.6394293126,0.2810902896,
"25017333601",3336.01,0.4635761589,0.1320754717,
"25017333602",3336.02,0.5683624801,0.240776699,
"25017334100",3341,0.187007874,0.2059833252,
"25017334200",3342,0.3366733467,0.220746888,
"25017334300",3343,0.2983870968,0.2424849699,
"25017334400",3344,0.2782369146,0.1885430762,
"25017335100",3351,0.4518348624,0.2870840384,
"25017335200",3352,0.2707910751,0.2342507645,
"25017335301",3353.01,0.4594202899,0.3597710548,
"25017335302",3353.02,0.4750542299,0.2288993923,
"25017335400",3354,0.6564885496,0.1913250149,
"25017336100",3361,0.4802083333,0.2431761787,
"25017336201",3362.01,0,0.2286476868,
"25017336202",3362.02,0.2,0.2376910017,
"25017336300",3363,0.1412429379,0.2791741472,
"25017336402",3364.02,0.5340659341,0.1208295762,
"25017336403",3364.03,0.4512411348,0.16563147,
"25017336404",3364.04,0.7160493827,0.2798165138,
"25017337101",3371.01,0.3702422145,0.1907894737,
"25017337102",3371.02,0.2638297872,0.295504386,
"25017337201",3372.01,0.6041275797,0.1433333333,
"25017337202",3372.02,0.5882352941,0.1727917473,
"25017337300",3373,0.2556869882,0.2155499368,
"25017338100",3381,0.4166666667,0.2734778122,
"25017338200",3382,0.2132701422,0.2469135802,
"25017338300",3383,0.5291139241,0.2940563087,
"25017338400",3384,0.09090909091,0.120079721,
"25017338500",3385,0.3145539906,0.2170212766,
"25017339101",3391.01,0.4101265823,0.3457286432,
"25017339102",3391.02,0.5222222222,0.2491438356,
"25017339200",3392,0.3721340388,0.1408789886,
"25017339300",3393,0.2478920742,0.3284552846,
"25017339400",3394,0.4002254791,0.2938311688,
"25017339500",3395,0.5753012048,0.2165242165,
"25017339600",3396,0.3067846608,0.3299748111,
"25017339700",3397,0.4367588933,0.4041514042,
"25017339802",3398.02,0.3455882353,0.1984978541,
"25017339803",3398.03,0.3464419476,0.592,
"25017339804",3398.04,0.1813031161,0.2194767442,
"25017339900",3399,0.3910939013,0.3210099188,
"25017340000",3400,0.2630385488,0.3262032086,
"25017340100",3401,0.7661016949,0.2880678982,
"25017341101",3411.01,0.4805970149,0.2198198198,
"25017341102",3411.02,0.4237165582,0.3119617225,
"25017341200",3412,0.3548951049,0.4043126685,
"25017341301",3413.01,0.4002855783,0.3020833333,
"25017341302",3413.02,0.3796680498,0.01680672269,
"25017341400",3414,0.6481788079,0.254066615,
"25017341500",3415,0.4787111623,0.2322880372,
"25017341600",3416,0.5049056604,0.2274031564,
"25017341700",3417,0.6343825666,0.2501802451,
"25017341800",3418,0.5993100049,0.3689458689,
"25017341901",3419.01,0.5583333333,0.2805280528,
"25017341903",3419.03,0.4118415324,0.258953168,
"25017341904",3419.04,0.4228395062,0.1939953811,
"25017342101",3421.01,0.4823529412,0.2547945205,
"25017342102",3421.02,0.4532554257,0.195754717,
"25017342201",3422.01,0.5649054142,0.3862158648,
"25017342202",3422.02,0.6481178396,0.5397196262,
"25017342301",3423.01,0.6163069544,0.2167832168,
"25017342302",3423.02,0.3394216134,0.4418212479,
"25017342401",3424.01,0.5759656652,0.3055555556,
"25017342402",3424.02,0.5823170732,0.312,
"25017342501",3425.01,0.5668604651,0.462962963,
"25017342502",3425.02,0.6391359593,0.56,
"25017342600",3426,0.4787928222,0.4307116105,
"25017350105",3501.05,0.2322834646,0.2075471698,
"25017350106",3501.06,0.4760244115,0.3,
"25017350107",3501.07,0.581027668,0.2303030303,
"25017350108",3501.08,0.4427860697,0.3548387097,
"25017350109",3501.09,0.1752988048,0.5,
"25017350201",3502.01,0.3797139142,0.2716763006,
"25017350202",3502.02,0.3276283619,0.309202454,
"25017350300",3503,0.4423748545,0.3396226415,
"25017350400",3504,0.4074074074,0.1710526316,
"25017350500",3505,0.2406015038,0.305785124,
"25017350600",3506,0.3443396226,0.3059360731,
"25017350701",3507.01,0.3717001056,0.6320272572,
"25017350702",3507.02,0.4647993944,0.2588652482,
"25017350800",3508,0.2387475538,0.3492957746,
"25017350900",3509,0.2748768473,0.2074626866,
"25017351001",3510.01,0.391416309,0.203601108,
"25017351002",3510.02,0.2490842491,0.05570291777,
"25017351101",3511.01,0.2936918304,0.1840707965,
"25017351102",3511.02,0.3655063291,0.3983957219,
"25017351203",3512.03,0.3020637899,0.3555926544,
"25017351204",3512.04,0.4040880503,0.184496124,
"25017351300",3513,0.304483188,0.2145748988,
"25017351403",3514.03,0.4260651629,0.2122905028,
"25017351404",3514.04,0.3325867861,0.5123966942,
"25017351500",3515,0.5667011375,0.2511848341,
"25017352101",3521.01,0.4534676941,0.2738095238,
"25017352102",3521.02,0.2965517241,0.2399380805,
"25017352200",3522,0.5196560197,0.3476190476,
"25017352300",3523,0.3626598465,0.3269689737,
"25017352400",3524,0.5,0.4225352113,
"25017352500",3525,0.4748466258,0.2145522388,
"25017352600",3526,0.3986928105,0.1569148936,
"25017352700",3527,0.4185136897,0.04371584699,
"25017352800",3528,0.3903345725,0.1279069767,
"25017352900",3529,0.4063018242,0.1325136612,
"25017353000",3530,0.4537597234,0.2133333333,
"25017353101",3531.01,0.5443572722,0.4615384615,
"25017353102",3531.02,0.6228070175,,
"25017353200",3532,0.4532967033,0.09208103131,
"25017353300",3533,0.2676537585,0.1543895055,
"25017353600",3536,0.3295985061,0.1372212693,
"25017353700",3537,0.5389025389,0.2462311558,
"25017353800",3538,0.281793842,0.2991266376,
"25017353900",3539,0.5645035184,0.4189189189,
"25017354000",3540,0.5820783133,0.3271523179,
"25017354100",3541,0.375249501,0.1831683168,
"25017354200",3542,0.3918367347,0.2480417755,
"25017354300",3543,0.3619361936,0.2447552448,
"25017354400",3544,0.2686084142,0.1855895197,
"25017354500",3545,0.4545454545,0.09742647059,
"25017354601",3546.01,0.5028735632,0.3269230769,
"25017354602",3546.02,0.5233248516,0.2191400832,
"25017354700",3547,0.3643292683,0.1328671329,
"25017354800",3548,0.5223048327,0.1216730038,
"25017354901",3549.01,0.2959667853,,
"25017354902",3549.02,0.4256259205,0.2075848303,
"25017355000",3550,0.3031055901,0.3010920437,
"25017356100",3561,0.3328335832,0.2042440318,
"25017356300",3563,0.266338721,0.2053959965,
"25017356400",3564,0.3078101072,0.2399635036,
"25017356500",3565,0.4507211538,0.1880222841,
"25017356601",3566.01,0.415501906,0.1851556265,
"25017356602",3566.02,0.2047058824,0.1678176796,
"25017356701",3567.01,0.3048484848,0.2988929889,
"25017356703",3567.03,0.6477462437,0.08333333333,
"25017356704",3567.04,0.3690932312,0.1500586166,
"25017357100",3571,0.5939226519,0.2192513369,
"25017357200",3572,0.2285714286,0.1134676564,
"25017357300",3573,0.3146067416,0.1480938416,
"25017357400",3574,0.2821316614,0.2139130435,
"25017357500",3575,0.4502487562,0.1931166348,
"25017357600",3576,0.2398081535,0.3257229833,
"25017357700",3577,0.371657754,0.3211206897,
"25017357800",3578,0.3563218391,0.3297974928,
"25017358100",3581,0.4202898551,0.1814268143,
"25017358300",3583,0.5864453665,0.1721049264,
"25017358400",3584,0.3736730361,0.2799470549,
"25017358500",3585,0.6517241379,0.2922429345,
"25017358600",3586,0.4495412844,0.2222222222,
"25017358700",3587,0.1226415094,0.141391106,
"25017359100",3591,0.4639927074,0.1810795125,
"25017359301",3593.01,,,
"25017359302",3593.02,,,
"25017359303",3593.03,0.2137681159,0.2705154639,
"25017359400",3594,0.3983516484,0.1622103387,
"25017360300",3603,0.5089820359,0.1810551559,
"25017361100",3611,0.5830985915,0.2391041162,
"25017361200",3612,0.4285714286,0.2071320182,
"25017361300",3613,0.3435582822,0.1852048962,
"25017362100",3621,0.6960784314,0.1896551724,
"25017363103",3631.03,0.3411764706,0.2537444934,
"25017363104",3631.04,0.1144578313,0.217721519,
"25017363105",3631.05,0.6677471637,0.3578378378,
"25017363106",3631.06,0.495132128,0.156302521,
"25017363201",3632.01,0.3417085427,0.1463878327,
"25017363202",3632.02,0.2357142857,0.2349102773,
"25017364101",3641.01,0.4138576779,0.2404181185,
"25017364102",3641.02,0.4240740741,0.2893081761,
"25017365100",3651,0,0.1716879901,
"25017365201",3652.01,0.2432432432,0.2966057441,
"25017365202",3652.02,0.5061425061,0.1869978086,
"25017366100",3661,0.4148606811,0.2092222987,
"25017366201",3662.01,0,0.2803889789,
"25017366202",3662.02,0.338028169,0.2290033595,
"25017367100",3671,0.4507042254,0.2783357245,
"25017367200",3672,0.6666666667,0.290717065,
"25017368101",3681.01,0.4846368715,0.2063329928,
"25017368102",3681.02,0.3357487923,0.192476489,
"25017368200",3682,0.4530271399,0.2154280339,
"25017368300",3683,0.4569850039,0.4223880597,
"25017368400",3684,0.4325230511,0.2387202625,
"25017368500",3685,0.4022140221,0.512195122,
"25017368600",3686,0.4173505275,0.3280487805,
"25017368700",3687,0.4540540541,0.1338582677,
"25017368800",3688,0.2807737397,0.193578848,
"25017368901",3689.01,0.3470899471,0.3276955603,
"25017368902",3689.02,0.6669374492,0.2217391304,
"25017369000",3690,0,0,
"25017369100",3691,0.2258823529,0.1639751553,
"25017370101",3701.01,0.4985611511,0.2474683544,
"25017370103",3701.03,0.444047619,0.268258427,
"25017370104",3701.04,0.3125,0.3489519112,
"25017370201",3702.01,0.4485294118,0.240248227,
"25017370202",3702.02,0.5151515152,0.2447552448,
"25017370301",3703.01,0.3815659068,0.1975308642,
"25017370302",3703.02,0.2871452421,0.3568773234,
"25017370401",3704.01,0.4483018868,0.3438045375,
"25017370402",3704.02,0.2734177215,0.2172413793,
"25017370403",3704.03,0.4174397032,0.301843318,
"25017373100",3731,0.3878453039,0.1286266925,
"25017373200",3732,0.2961335677,0.4380952381,
"25017373300",3733,0.4114285714,0.2319444444,
"25017373400",3734,0.561436673,0.2595907928,
"25017373500",3735,0.09944751381,0.3107798165,
"25017373600",3736,0.2264705882,0.3215339233,
"25017373700",3737,0.07627118644,0.1771385314,
"25017373800",3738,0.4545454545,0.2509147935,
"25017373901",3739.01,0.3759398496,0.3633440514,
"25017373902",3739.02,0.5178571429,0.2349726776,
"25017374000",3740,0.3813953488,0.2408707865,
"25017374100",3741,0.4222797927,0.2583265638,
"25017374200",3742,0.35625,0.1321695761,
"25017374300",3743,0.2,0.1670741646,
"25017374400",3744,0.4822834646,0.2730627306,
"25017374500",3745,0.3582089552,0.2944393801,
"25017374600",3746,0.2710526316,0.2298682284,
"25017374700",3747,0.5218543046,0.1912421805,
"25017374800",3748,0.5436408978,0.1898340249,
"25017382100",3821,0.08333333333,0.2595561036,
"25017382200",3822,0.3724770642,0.1744627054,
"25017382300",3823,0.1367041199,0.2467053242,
"25017382400",3824,0.5036075036,0.2346002621,
"25017382500",3825,0.588820827,0.2209606987,
"25017382601",3826.01,0.2394014963,0.2465753425,
"25017382602",3826.02,0.5366242038,0.2144979204,
"25017383101",3831.01,0.5762711864,0.2771929825,
"25017383102",3831.02,0.606875,0.3012552301,
"25017383200",3832,0.5202702703,0.2215777262,
"25017383300",3833,0.3768421053,0.1836065574,
"25017383401",3834.01,0.4181091877,0.2668810289,
"25017383402",3834.02,0.556978233,0.2988313856,
"25017383501",3835.01,0.5676691729,0.2793594306,
"25017383502",3835.02,0.5442307692,0.0572450805,
"25017383600",3836,0.5726375176,0.124535316,
"25017383700",3837,0.3960244648,0.2727900552,
"25017383800",3838,0.3420523139,0.2016169783,
"25017383902",3839.02,0.4464285714,0.2286952335,
"25017383903",3839.03,1,0.2894438138,
"25017383904",3839.04,0.6715686275,0.1690507152,
"25017384003",3840.03,0.5448680352,0.3279839519,
"25017384004",3840.04,0.203539823,0.190376569,
"25017385101",3851.01,0.4266409266,0.2105263158,
"25017385102",3851.02,0.49375,0.2129909366,
"25017385201",3852.01,0.7070707071,0.1647183847,
"25017385203",3852.03,0.3601286174,0.2525745257,
"25017385204",3852.04,0.406504065,0.2213656388,
"25017386100",3861,0.5217391304,0.2257586973,
"25017387100",3871,0.4691011236,0.2291960508,
"25017387201",3872.01,0.3949044586,0.2239557121,
"25017387202",3872.02,0.2467532468,0.1291611185,
"25017388100",3881,0.5338645418,0.2142857143,
"25017388200",3882,0.4483568075,0.1865520728,
"25017388300",3883,0.511972634,0.4314720812,
"25017980000",9800,,,
"25019950100",9501,0.5333333333,0.3063683305,
"25019950201",9502.01,0.3674698795,0.6384514436,
"25019950202",9502.02,0.3738095238,0.2974051896,
"25019950307",9503.07,0,0.1957671958,
"25019950400",9504,0.6197183099,0.4964234621,
"25019950500",9505,0.1287128713,0.5803814714,
"25019990000",9900,,,
"25021400100",4001,0.5656136087,0.3288888889,
"25021400201",4002.01,0.3771106942,0.2635914333,
"25021400202",4002.02,0.6895306859,0.214084507,
"25021400300",4003,0.4491525424,0.3076923077,
"25021400401",4004.01,0.4560597358,0.3018867925,
"25021400402",4004.02,0.2833876221,0.1011764706,
"25021400500",4005,0.28216455,0.2191958495,
"25021400600",4006,0.352284264,0.2335216573,
"25021400700",4007,0.438172043,0.2696759259,
"25021400800",4008,0.4616429056,0.2641509434,
"25021400900",4009,0.5155071249,0.2919896641,
"25021401000",4010,0.3468118196,0.222513089,
"25021401100",4011,0.3109243697,0.2526223776,
"25021401201",4012.01,0.4,0.2070015221,
"25021401202",4012.02,0.7325102881,0.2783783784,
"25021402101",4021.01,0.4196642686,0.2196261682,
"25021402102",4021.02,0.5190713101,0.3458333333,
"25021402200",4022,0.6140350877,0.3054187192,
"25021402300",4023,0,0.2354298904,
"25021402400",4024,0.4990875912,0.2765700483,
"25021402500",4025,0.6224,0.2931885489,
"25021403100",4031,0.3532608696,0.2204417497,
"25021403300",4033,0.4384615385,0.187723055,
"25021403400",4034,0.4356164384,0.3173851255,
"25021403501",4035.01,0.6246290801,0.1386138614,
"25021403502",4035.02,0.8301886792,0.2977684798,
"25021404100",4041,0.52,0.1948853616,
"25021404201",4042.01,0.5473684211,0.2070175439,
"25021404202",4042.02,0.5,0.2322193659,
"25021404301",4043.01,0.1772151899,0.1978723404,
"25021404302",4043.02,0.2595419847,0.2325783972,
"25021404400",4044,0.3042635659,0.220801364,
"25021405100",4051,0.3448275862,0.2130528587,
"25021406101",4061.01,0.6479166667,0.1853521127,
"25021406102",4061.02,0.7535211268,0.2317298797,
"25021407101",4071.01,0.42,0.1960408685,
"25021407102",4071.02,0.7171052632,0.2319873317,
"25021408102",4081.02,0.448019802,0.1832425068,
"25021408103",4081.03,1,0.1762557078,
"25021408104",4081.04,0.3105590062,0.1910739191,
"25021409101",4091.01,0,0.2218430034,
"25021409102",4091.02,0.5785123967,0.2009237875,
"25021410100",4101,0.7352380952,0.2099860009,
"25021410300",4103,0.7655913978,0.293768546,
"25021410400",4104,0.4561774023,0.2578977599,
"25021411101",4111.01,0.3345521024,0.08872651357,
"25021411102",4111.02,0.4736842105,0.2320730117,
"25021411200",4112,0.4572748268,0.1987494417,
"25021411301",4113.01,0.5152838428,0.2232635061,
"25021411302",4113.02,0.2962962963,0.3862300588,
"25021412100",4121,0.4225941423,0.2082484725,
"25021412200",4122,0.608974359,0.3097643098,
"25021412300",4123,0.5882352941,0.2623550946,
"25021413100",4131,0.419239905,0.2204334365,
"25021413201",4132.01,0.416967509,0.2336903603,
"25021413202",4132.02,0.5060532688,0.1130268199,
"25021413300",4133,0.5435967302,0.1701982228,
"25021413401",4134.01,0.4549356223,0.2059496568,
"25021413402",4134.02,0.3954983923,0.2905405405,
"25021413500",4135,0.7025454545,0.3157076205,
"25021414100",4141,0.6494023904,0.2331319235,
"25021414200",4142,0.5,0.2021709634,
"25021414300",4143,0.414,0.2035714286,
"25021415101",4151.01,0.4754901961,0.2409356725,
"25021415103",4151.03,0.5193199382,0.288981289,
"25021415104",4151.04,0.3973214286,0.09183673469,
"25021415201",4152.01,0.5432569975,0.168627451,
"25021415202",4152.02,0.7572815534,0.2724324324,
"25021415300",4153,0.472361809,0.3095422808,
"25021416101",4161.01,0.4893617021,0.2058486239,
"25021416102",4161.02,0.4736842105,0.3810679612,
"25021416200",4162,0.4320754717,0.3872962338,
"25021416300",4163,0.5724637681,0.2075332349,
"25021416400",4164,1,0.2095749878,
"25021417100",4171,0.6602434077,0.200398142,
"25021417201",4172.01,0.4133685136,0.2309257375,
"25021417202",4172.02,0.3692307692,0.3041526375,
"25021417300",4173,0.3459227468,0.2838847385,
"25021417400",4174,0.2433628319,0.289740699,
"25021417501",4175.01,0.4147521161,0.303325223,
"25021417502",4175.02,0.5050505051,0.4457409568,
"25021417601",4176.01,0.3369713506,0.2865900383,
"25021417602",4176.02,0.28,0.4145873321,
"25021417702",4177.02,0.4258241758,0.1971014493,
"25021417703",4177.03,0.5147826087,0.7727272727,
"25021417704",4177.04,0.3820998279,0.3457814661,
"25021417801",4178.01,0.3812056738,0.3489662128,
"25021417802",4178.02,0.5165394402,0.3426573427,
"25021417901",4179.01,0.5910513141,0.3844731978,
"25021417902",4179.02,0.2483296214,0.2450424929,
"25021418002",4180.02,0.3425414365,0.2527472527,
"25021418003",4180.03,0.5361930295,0.05151515152,
"25021418004",4180.04,0.3909465021,0.2257217848,
"25021418101",4181.01,0.3848711554,0.2307039864,
"25021418102",4181.02,0.395480226,0.3251231527,
"25021418201",4182.01,0.7178371659,0.4918594687,
"25021419100",4191,0.5082568807,0.2576802508,
"25021419200",4192,0.5654205607,0.2049598833,
"25021419300",4193,0.4368231047,0.3083247688,
"25021419400",4194,0.508045977,0.2164556962,
"25021419500",4195,0.2083333333,0.1644859813,
"25021419601",4196.01,0.5643835616,0.4225352113,
"25021419602",4196.02,0.1308411215,0.2665036675,
"25021419700",4197,0.4,0.1547099189,
"25021419800",4198,0.3966942149,0.3789808917,
"25021420101",4201.01,0.5067340067,0.2332293292,
"25021420102",4201.02,0.6725274725,0.3432708688,
"25021420201",4202.01,0.5708502024,0.4077777778,
"25021420202",4202.02,0.6063394683,0.4351906158,
"25021420301",4203.01,0.6611464968,0.2761351637,
"25021420302",4203.02,0.5277078086,0.3130482456,
"25021421100",4211,0.3873873874,0.4059701493,
"25021421200",4212,0.5485074627,0.3865679535,
"25021422100",4221,0.8253275109,0.2018299247,
"25021422201",4222.01,0.5630936228,0.2157360406,
"25021422202",4222.02,0.4111776447,0.2888212266,
"25021422301",4223.01,0.3392857143,0.1966604824,
"25021422303",4223.03,0.5332875772,0.3091247672,
"25021422304",4223.04,0.5083333333,0.126618705,
"25021422401",4224.01,0.6449456976,0.1967545639,
"25021422402",4224.02,0.2948960302,0.1237882177,
"25021422501",4225.01,0.5183537264,0.3157894737,
"25021422502",4225.02,0.4666088465,0.2583120205,
"25021422600",4226,0.1693989071,0.3891231029,
"25021422700",4227,0.3626760563,0.3151125402,
"25021422800",4228,0.4919614148,0.2224396608,
"25021423101",4231.01,0.6051282051,0.2111111111,
"25021423102",4231.02,0.3312883436,0.2644569817,
"25021440101",4401.01,0.5808039377,0.3878656555,
"25021440102",4401.02,0.6176470588,0.1332560834,
"25021441202",4412.02,,0.2383419689,
"25021441203",4412.03,0.5875912409,0.2096385542,
"25021441204",4412.04,0.277173913,0.2119248218,
"25021442101",4421.01,0.3485254692,0.1569148936,
"25021442103",4421.03,0,0.1044073599,
"25021442104",4421.04,0.185483871,0.29318542,
"25021442105",4421.05,0.5087108014,0.2564102564,
"25021442201",4422.01,0.5800464037,0.1978513876,
"25021442203",4422.03,0.5760111576,0.2677165354,
"25021442204",4422.04,0.4335548173,0.2039082413,
"25021443103",4431.03,0.3084745763,0.2258064516,
"25021443104",4431.04,0.4907407407,0.1873713109,
"25021443105",4431.05,0.5234899329,0.2361563518,
"25021443106",4431.06,0.7442196532,0.2130356065,
"25021456101",4561.01,0.649122807,0.263653484,
"25021456102",4561.02,0.6698113208,0.4375,
"25021456200",4562,0.5283446712,0.3252427184,
"25021456301",4563.01,0.7206266319,0.2293762575,
"25021456302",4563.02,0.6810457516,0.361037234,
"25021456401",4564.01,0.2760416667,0.3890339426,
"25021456402",4564.02,0.7727272727,0.3070478068,
"25021457100",4571,0.5814606742,0.2317979198,
"25021457200",4572,0.5,0.1821816105,
"25021980000",9800,,,
"25023500101",5001.01,0.6932270916,0.3325909428,
"25023500103",5001.03,0.2560553633,0.2459485224,
"25023500104",5001.04,0.5030864198,0.2851711027,
"25023501101",5011.01,0.4702970297,0.1938490214,
"25023501102",5011.02,0.4696078431,0.1649253731,
"25023501201",5012.01,0,0.1967455621,
"25023501203",5012.03,0.4166666667,0.2346805737,
"25023501204",5012.04,0.7789968652,0.2066666667,
"25023502101",5021.01,0.3004172462,0.2847938144,
"25023502102",5021.02,0.7138643068,0.2508122157,
"25023502200",5022,0.7965260546,0.3232227488,
"25023503101",5031.01,0.7479674797,0.1954853273,
"25023503102",5031.02,0.6891566265,0.2189349112,
"25023504101",5041.01,0.3819444444,0.28476017,
"25023504102",5041.02,0.8493975904,0.2763938316,
"25023505102",5051.02,0.5350318471,0.2537562604,
"25023505103",5051.03,0.7222222222,0.3574074074,
"25023505104",5051.04,0.3450292398,0.3537604457,
"25023505201",5052.01,0.4680851064,0.3155792277,
"25023505202",5052.02,0.4447592068,0.2689500281,
"25023506102",5061.02,0.6532797858,0.3307369682,
"25023506103",5061.03,0,0.317620651,
"25023506104",5061.04,0,0.2057310801,
"25023506202",5062.02,0.5874587459,0.2944038929,
"25023506203",5062.03,0.4887459807,0.2321041215,
"25023506205",5062.05,0.60625,0.2186287193,
"25023506206",5062.06,0.59375,0.1870824053,
"25023507101",5071.01,0.4011976048,0.230227519,
"25023507103",5071.03,0.4776119403,0.2631921824,
"25023507104",5071.04,0.6115702479,0.2482517483,
"25023508101",5081.01,0.3548387097,0.2536322125,
"25023508102",5081.02,0.3722222222,0.263462652,
"25023508200",5082,0.7533333333,0.281099325,
"25023509101",5091.01,0.2516703786,0.3568726356,
"25023509102",5091.02,0.3802197802,0.3537985866,
"25023510100",5101,0.3333333333,0.3377221856,
"25023510200",5102,0.5192771084,0.2581453634,
"25023510300",5103,0.6715517241,0.1485714286,
"25023510400",5104,0.5284280936,0.498630137,
"25023510501",5105.01,0.2101167315,0.36400818,
"25023510503",5105.03,0.6909272183,0.3996101365,
"25023510504",5105.04,0.6599664992,0.419047619,
"25023510505",5105.05,0.3977443609,0.2707774799,
"25023510600",5106,0.3269230769,0.3128205128,
"25023510700",5107,0.8161290323,0.2926547137,
"25023510800",5108,0.5546218487,0.3388429752,
"25023510900",5109,0.6262833676,0.2463768116,
"25023511000",5110,0.4600591716,0.3381642512,
"25023511100",5111,0,0.3844086022,
"25023511200",5112,0.3696837514,0.4553231939,
"25023511301",5113.01,0.6264236902,0.3748137109,
"25023511302",5113.02,0.2967479675,0.3166855846,
"25023511400",5114,0.6380753138,0.4969325153,
"25023511500",5115,0.4856815578,0.32,
"25023511601",5116.01,0.4356955381,0.2136752137,
"25023511602",5116.02,0.4098039216,0.307234886,
"25023511701",5117.01,0.4777070064,0.2964190981,
"25023511702",5117.02,0.3947368421,0.1279887482,
"25023520100",5201,0.4550561798,0.3128923225,
"25023520201",5202.01,0.4402173913,0.3395555556,
"25023520202",5202.02,0.4150197628,0.2738772929,
"25023521101",5211.01,0.6604938272,0.368683274,
"25023521102",5211.02,0.5205183585,0.1622857143,
